timestamp, action_unit_list, facial_expression
1038.271,"[4, 7, 9, 17, 23]",Neutral
1038.304,"[4, 7, 9, 17, 23]",Neutral
1038.337,"[4, 7, 9, 17, 23]",Neutral
1038.371,"[4, 7, 9, 17, 23]",Neutral
1038.404,"[4, 7, 9, 17, 23]",Neutral
1038.437,"[4, 7, 9, 17, 23]",Neutral
1038.471,"[4, 7, 9, 17, 23]",Neutral
1038.504,"[4, 7, 9, 17, 23]",Neutral
1038.538,"[4, 7, 9, 17, 23]",Neutral
1038.571,"[4, 7, 9, 17, 23]",Neutral
1038.604,"[4, 7, 9, 17, 23]",Neutral
1038.638,"[4, 7, 9, 17, 23]",Neutral
1038.671,"[4, 5, 7, 9, 17, 23]",Neutral
1038.704,"[4, 5, 7, 9, 17, 23]",Neutral
1038.738,"[4, 5, 7, 9, 17, 23]",Neutral
1038.771,"[4, 5, 7, 9, 17, 23]",Neutral
1038.804,"[4, 7, 9, 17, 23]",Neutral
1038.838,"[4, 5, 7, 9, 17, 23]",Neutral
1038.871,"[4, 5, 7, 9, 17, 23]",Neutral
1038.905,"[4, 5, 7, 9, 17, 23]",Neutral
1038.938,"[4, 7, 9, 17, 23]",Neutral
1038.971,"[4, 5, 7, 9, 17, 23]",Neutral
1039.005,"[4, 5, 7, 9, 17, 23]",Neutral
1039.038,"[4, 5, 7, 9, 17, 23]",Neutral
1039.071,"[4, 5, 7, 9, 17, 23]",Neutral
1039.105,"[4, 7, 9, 17, 23]",Neutral
1039.138,"[4, 7, 9, 17, 23]",Neutral
1039.171,"[4, 7, 9, 17, 23]",Neutral
1039.205,"[4, 7, 9, 17, 23]",Neutral
1039.238,"[4, 7, 9, 17, 23]",Neutral
1039.272,"[4, 7, 9, 17, 23]",Neutral
1039.305,"[4, 7, 9, 17, 23]",Neutral
1039.338,"[4, 7, 9, 17, 23]",Neutral
1039.372,"[4, 7, 9, 17, 23]",Neutral
1039.405,"[4, 7, 9, 17, 23]",Neutral
1039.438,"[4, 7, 9, 17, 23]",Neutral
1039.472,"[4, 7, 9, 17, 23]",Neutral
1039.505,"[4, 7, 9, 17, 23]",Neutral
1039.539,"[4, 7, 9, 17, 23]",Neutral
1039.572,"[4, 7, 9, 17, 23]",Neutral
1039.605,"[4, 7, 9, 17, 23]",Neutral
1039.639,"[4, 7, 9, 17, 23]",Neutral
1039.672,"[4, 7, 9, 17, 23]",Neutral
1039.705,"[4, 7, 9, 17, 23]",Neutral
1039.739,"[4, 7, 9, 17, 23]",Neutral
1039.772,"[4, 7, 9, 17, 23]",Neutral
1039.805,"[4, 7, 9, 17, 23]",Neutral
1039.839,"[4, 7, 9, 17, 23]",Neutral
1039.872,"[4, 7, 9, 17, 23]",Neutral
1039.906,"[4, 7, 9, 17, 23]",Neutral
1039.939,"[4, 7, 9, 17, 23]",Neutral
1039.972,"[4, 7, 9, 17, 23]",Neutral
1040.006,"[4, 7, 9, 17, 23]",Neutral
1040.039,"[4, 7, 9, 17, 23]",Neutral
1040.072,"[4, 7, 9, 17, 23]",Neutral
1040.106,"[4, 7, 9, 17, 23]",Neutral
1040.139,"[4, 7, 9, 17, 23]",Neutral
1040.172,"[4, 7, 9, 17, 23]",Neutral
1040.206,"[4, 7, 9, 17, 23]",Neutral
1040.239,"[4, 7, 9, 17, 23]",Neutral
1040.273,"[4, 7, 9, 17, 23]",Neutral
1040.306,"[4, 7, 9, 17, 23]",Neutral
1040.339,"[4, 7, 9, 17, 23]",Neutral
1040.373,"[4, 7, 9, 17, 23]",Neutral
1040.406,"[4, 7, 9, 17, 23]",Neutral
1040.439,"[4, 7, 9, 17, 23]",Neutral
1040.473,"[4, 7, 9, 17, 23]",Neutral
1040.506,"[4, 7, 9, 17, 23]",Neutral
1040.54,"[4, 7, 9, 17, 23]",Neutral
1040.573,"[4, 7, 9, 17, 23]",Neutral
1040.606,"[4, 7, 9, 17, 23]",Neutral
1040.64,"[4, 7, 9, 17, 23]",Neutral
1040.673,"[4, 7, 9, 17, 23]",Neutral
1040.706,"[4, 7, 9, 17, 23]",Neutral
1040.74,"[4, 7, 9, 17, 23]",Neutral
1040.773,"[4, 7, 9, 17, 23]",Neutral
1040.806,"[4, 7, 9, 17, 23]",Neutral
1040.84,"[4, 7, 9, 17, 23]",Neutral
1040.873,"[4, 7, 9, 17, 23]",Neutral
1040.907,"[4, 5, 7, 9, 17, 23]",Neutral
1040.94,"[4, 5, 7, 9, 17, 23]",Neutral
1040.973,"[4, 5, 7, 9, 17, 23]",Neutral
1041.007,"[4, 5, 7, 9, 17, 23]",Neutral
1041.04,"[4, 5, 7, 9, 17, 23]",Neutral
1041.073,"[4, 5, 7, 9, 17, 23]",Neutral
1041.107,"[4, 7, 9, 17, 23]",Neutral
1041.14,"[4, 7, 9, 17, 23]",Neutral
1041.173,"[4, 7, 9, 17, 23]",Neutral
1041.207,"[4, 7, 9, 17, 23]",Neutral
1041.24,"[4, 7, 9, 17, 23]",Neutral
1041.274,"[4, 7, 9, 17, 23]",Neutral
1041.307,"[4, 7, 9, 17, 23]",Neutral
1041.34,"[4, 7, 9, 17, 23]",Neutral
1041.374,"[4, 7, 9, 17, 23]",Neutral
1041.407,"[4, 7, 9, 17, 23]",Neutral
1041.44,"[4, 7, 9, 17, 23]",Neutral
1041.474,"[4, 7, 9, 17, 23]",Neutral
1041.507,"[4, 7, 9, 17, 23]",Neutral
1041.541,"[4, 7, 9, 17, 23]",Neutral
1041.574,"[4, 7, 9, 17, 23]",Neutral
1041.607,"[4, 7, 9, 17, 23]",Neutral
1041.641,"[4, 7, 9, 17, 23]",Neutral
1041.674,"[4, 7, 9, 17, 23]",Neutral
1041.707,"[4, 7, 9, 17, 23]",Neutral
1041.741,"[4, 7, 9, 17, 23]",Neutral
1041.774,"[4, 7, 9, 17, 23]",Neutral
1041.807,"[4, 7, 9, 17, 23]",Neutral
1041.841,"[4, 7, 9, 17, 23]",Neutral
1041.874,"[4, 7, 9, 17, 23]",Neutral
1041.908,"[4, 7, 9, 17, 23]",Neutral
1041.941,"[4, 7, 9, 17, 23]",Neutral
1041.974,"[4, 7, 9, 17, 23]",Neutral
1042.008,"[4, 7, 9, 17, 23]",Neutral
1042.041,"[4, 6, 7, 9, 17, 23]",Neutral
1042.074,"[4, 6, 7, 9, 17, 23]",Neutral
1042.108,"[4, 6, 7, 9, 17, 23]",Neutral
1042.141,"[4, 6, 7, 9, 17, 23]",Neutral
1042.174,"[4, 6, 7, 9, 17, 23]",Neutral
1042.208,"[4, 6, 7, 9, 17, 23]",Neutral
1042.241,"[4, 6, 7, 9, 17, 23]",Neutral
1042.275,"[4, 6, 7, 9, 17, 23]",Neutral
1042.308,"[4, 6, 7, 9, 17, 23]",Neutral
1042.341,"[4, 6, 7, 9, 17, 23]",Neutral
1042.375,"[4, 6, 7, 9, 17, 23]",Neutral
1042.408,"[4, 6, 7, 9, 17, 23]",Neutral
1042.441,"[4, 7, 9, 17, 23]",Neutral
1042.475,"[4, 7, 9, 17, 23]",Neutral
1042.508,"[4, 7, 9, 17, 23]",Neutral
1042.542,"[4, 7, 9, 17, 23]",Neutral
1042.575,"[4, 7, 9, 17, 23]",Neutral
1042.608,"[4, 7, 9, 17, 23]",Neutral
1042.642,"[4, 7, 9, 17, 23]",Neutral
1042.675,"[4, 7, 9, 17, 23]",Neutral
1042.708,"[4, 7, 9, 17, 23]",Neutral
1042.742,"[4, 7, 9, 17, 23]",Neutral
1042.775,"[4, 7, 9, 17, 23]",Neutral
1042.808,"[4, 7, 9, 17, 23]",Neutral
1042.842,"[4, 7, 9, 17, 23]",Neutral
1042.875,"[4, 7, 9, 17, 23]",Neutral
1042.909,"[4, 7, 9, 17, 23]",Neutral
1042.942,"[4, 7, 9, 17, 23]",Neutral
1042.975,"[4, 7, 9, 17, 23]",Neutral
1043.009,"[4, 7, 9, 17, 23]",Neutral
1043.042,"[4, 7, 9, 17, 23]",Neutral
1043.075,"[4, 7, 9, 17, 23]",Neutral
1043.109,"[4, 7, 9, 17, 23]",Neutral
1043.142,"[4, 7, 9, 17, 23]",Neutral
1043.175,"[4, 7, 9, 17, 23]",Neutral
1043.209,"[4, 7, 9, 17, 23]",Neutral
1043.242,"[4, 7, 9, 17, 23]",Neutral
1043.276,"[4, 7, 9, 17, 23]",Neutral
1043.309,"[4, 7, 9, 17, 23]",Neutral
1043.342,"[4, 7, 9, 17, 23]",Neutral
1043.376,"[4, 7, 9, 17, 23]",Neutral
1043.409,"[4, 7, 9, 17, 23]",Neutral
1043.442,"[4, 7, 9, 17, 23]",Neutral
1043.476,"[4, 7, 9, 17, 23]",Neutral
1043.509,"[4, 7, 9, 17, 23]",Neutral
1043.543,"[4, 7, 9, 17, 23]",Neutral
1043.576,"[4, 7, 9, 17, 23]",Neutral
1043.609,"[4, 7, 9, 17, 23]",Neutral
1043.643,"[4, 7, 9, 17, 23]",Neutral
1043.676,"[4, 7, 9, 17, 23]",Neutral
1043.709,"[4, 7, 9, 17, 23]",Neutral
1043.743,"[4, 7, 9, 17, 23]",Neutral
1043.776,"[4, 7, 9, 17, 23]",Neutral
1043.809,"[4, 7, 9, 17, 23]",Neutral
1043.843,"[4, 7, 9, 17, 23]",Neutral
1043.876,"[4, 7, 9, 17, 23]",Neutral
1043.91,"[4, 7, 9, 17, 23]",Neutral
1043.943,"[4, 7, 9, 17, 23]",Neutral
1043.976,"[4, 7, 9, 17, 23]",Neutral
1044.01,"[4, 7, 9, 17, 23]",Neutral
1044.043,"[4, 7, 9, 17, 23]",Neutral
1044.076,"[4, 7, 9, 17, 23]",Neutral
1044.11,"[4, 7, 9, 17, 23]",Neutral
1044.143,"[4, 7, 9, 17, 23]",Neutral
1044.176,"[4, 7, 9, 17, 23]",Neutral
1044.21,"[4, 7, 9, 17, 23]",Neutral
1044.243,"[4, 7, 9, 17, 23]",Neutral
1044.277,"[4, 7, 9, 17, 23]",Neutral
1044.31,"[4, 7, 9, 17, 23]",Neutral
1044.343,"[4, 7, 9, 17, 23]",Neutral
1044.377,"[4, 7, 9, 17, 23]",Neutral
1044.41,"[4, 7, 9, 17, 23]",Neutral
1044.443,"[4, 7, 9, 17, 23]",Neutral
1044.477,"[4, 7, 9, 17, 23]",Neutral
1044.51,"[4, 7, 9, 17, 23]",Neutral
1044.543,"[4, 7, 9, 17, 23]",Neutral
1044.577,"[4, 7, 9, 17, 23]",Neutral
1044.61,"[4, 7, 9, 17, 23]",Neutral
1044.644,"[2, 4, 5, 17, 23]",Neutral
1044.677,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.71,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.744,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.777,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.81,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.844,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.877,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1044.911,"[1, 2, 5, 17, 23, 26]",Neutral
1044.944,"[1, 2, 5, 17, 23, 26]",Neutral
1044.977,"[1, 2, 5, 17, 23, 26]",Neutral
1045.011,"[1, 2, 5, 17, 23, 26]",Neutral
1045.044,"[1, 2, 5, 17, 23, 26]",Neutral
1045.077,"[1, 2, 5, 17, 23, 26]",Neutral
1045.111,"[1, 2, 5, 17, 23, 26]",Neutral
1045.144,"[1, 2, 5, 17, 23, 26]",Neutral
1045.177,"[1, 2, 5, 17, 23, 26]",Neutral
1045.211,"[1, 2, 5, 17, 23, 26]",Neutral
1045.244,"[1, 2, 5, 17, 23, 26]",Neutral
1045.278,"[1, 2, 5, 17, 23, 26]",Neutral
1045.311,"[1, 2, 5, 17, 23, 26]",Neutral
1045.344,"[1, 2, 5, 17, 23, 26]",Neutral
1045.378,"[1, 2, 5, 17, 23, 26]",Neutral
1045.411,"[1, 2, 5, 17, 23, 26]",Neutral
1045.444,"[1, 2, 5, 17, 23, 26]",Neutral
1045.478,"[1, 2, 5, 17, 23, 26]",Neutral
1045.511,"[1, 2, 5, 17, 23, 26]",Neutral
1045.545,"[2, 5, 17, 23, 26]",Neutral
1045.578,"[2, 5, 17, 23, 26]",Neutral
1045.611,"[2, 5, 17, 23, 26]",Neutral
1045.645,"[2, 5, 17, 23, 26]",Neutral
1045.678,"[2, 5, 17, 23, 26]",Neutral
1045.711,"[2, 5, 17, 23, 26]",Neutral
1045.745,"[2, 5, 17, 23, 25, 26]",Neutral
1045.778,"[2, 5, 17, 23, 25, 26]",Neutral
1045.811,"[2, 5, 17, 23, 25, 26]",Neutral
1045.845,"[2, 5, 17, 23, 25, 26]",Neutral
1045.878,"[2, 5, 17, 23, 25, 26]",Neutral
1045.912,"[2, 5, 17, 23, 25, 26]",Neutral
1045.945,"[2, 5, 17, 23, 25, 26]",Neutral
1045.978,"[2, 5, 17, 23, 25, 26]",Neutral
1046.012,"[2, 5, 17, 23, 25, 26]",Neutral
1046.045,"[2, 5, 17, 23, 25, 26]",Neutral
1046.078,"[2, 5, 17, 23, 25, 26]",Neutral
1046.112,"[2, 5, 17, 23, 25, 26]",Neutral
1046.145,"[2, 17, 23, 25, 26]",Neutral
1046.178,"[2, 17, 23, 25, 26]",Neutral
1046.212,"[2, 17, 23, 25, 26]",Neutral
1046.245,"[2, 17, 23, 25, 26]",Neutral
1046.279,"[2, 17, 23, 25, 26]",Neutral
1046.312,"[2, 17, 23, 25, 26]",Neutral
1046.345,"[2, 17, 23, 25, 26]",Neutral
1046.379,"[2, 17, 23, 25, 26]",Neutral
1046.412,"[2, 17, 23, 25, 26]",Neutral
1046.445,"[2, 17, 23, 25, 26]",Neutral
1046.479,"[2, 17, 23, 25, 26]",Neutral
1046.512,"[2, 17, 23, 25, 26]",Neutral
1046.546,"[2, 17, 23, 25, 26]",Neutral
1046.579,"[2, 17, 23, 25, 26]",Neutral
1046.612,"[2, 17, 23, 25, 26]",Neutral
1046.646,"[2, 17, 23, 25, 26]",Neutral
1046.679,"[2, 17, 23, 25, 26]",Neutral
1046.712,"[2, 17, 23, 25, 26]",Neutral
1046.746,"[2, 17, 23, 26]",Neutral
1046.779,"[2, 17, 23, 26]",Neutral
1046.812,"[2, 5, 17, 23, 26]",Neutral
1046.846,"[2, 7, 17, 23, 26]",Neutral
1046.879,"[2, 7, 17, 23, 26]",Neutral
1046.913,"[2, 7, 17, 23, 26]",Neutral
1046.946,"[2, 7, 23, 26]",Neutral
1046.979,"[2, 7, 23, 26]",Neutral
1047.013,"[2, 7, 23, 26]",Neutral
1047.046,"[2, 7, 23, 26]",Neutral
1047.079,"[2, 7, 23, 26]",Neutral
1047.113,"[2, 5, 7, 23, 26]",Neutral
1047.146,"[2, 5, 7, 23, 26]",Neutral
1047.179,"[2, 5, 7, 23, 26]",Neutral
1047.213,"[2, 5, 7, 23, 26]",Neutral
1047.246,"[2, 7, 23, 26]",Neutral
1047.28,"[2, 7, 23, 26]",Neutral
1047.313,"[2, 7, 23, 26]",Neutral
1047.346,"[2, 7, 23, 26]",Neutral
1047.38,"[2, 7, 17, 23, 26]",Neutral
1047.413,"[2, 7, 17, 23, 26]",Neutral
1047.446,"[2, 17, 23, 26]",Neutral
1047.48,"[2, 17, 23, 26]",Neutral
1047.513,"[2, 17, 23, 26]",Neutral
1047.547,"[2, 23, 26]",Neutral
1047.58,"[2, 5, 17, 23, 26]",Neutral
1047.613,"[2, 5, 17, 23, 26]",Neutral
1047.647,"[2, 5, 17, 23, 26]",Neutral
1047.68,"[2, 5, 17, 23, 26]",Neutral
1047.713,"[2, 5, 17, 23, 26]",Neutral
1047.747,"[2, 5, 17, 23, 26]",Neutral
1047.78,"[2, 5, 17, 23, 26]",Neutral
1047.813,"[2, 5, 17, 23, 26]",Neutral
1047.847,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1047.88,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1047.914,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1047.947,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1047.98,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1048.014,"[1, 2, 4, 5, 17, 23, 26]",Neutral
1048.047,"[1, 2, 5, 17, 23, 26]",Neutral
1048.08,"[1, 2, 5, 17, 23, 26]",Neutral
1048.114,"[1, 2, 5, 17, 23, 26]",Neutral
1048.147,"[1, 2, 5, 17, 23, 26]",Neutral
1048.18,"[1, 2, 5, 17, 23, 26]",Neutral
1048.214,"[1, 2, 5, 17, 23, 26]",Neutral
1048.247,"[1, 2, 5, 17, 23, 26]",Neutral
1048.281,"[2, 5, 17, 23, 26]",Neutral
1048.314,"[2, 17, 23, 26]",Neutral
1048.347,"[2, 17, 23, 26]",Neutral
1048.381,"[2, 17, 23, 26]",Neutral
1048.414,"[2, 17, 23, 26]",Neutral
1048.447,"[2, 17, 23, 26]",Neutral
1048.481,"[2, 17, 23, 26]",Neutral
1048.514,"[2, 17, 23, 26]",Neutral
1048.548,"[2, 17, 23, 26]",Neutral
1048.581,"[2, 17, 23, 26]",Neutral
1048.614,"[2, 17, 23, 26]",Neutral
1048.648,"[2, 17, 23, 26]",Neutral
1048.681,"[2, 17, 23, 26]",Neutral
1048.714,"[2, 17, 23, 26]",Neutral
1048.748,"[2, 17, 23, 26]",Neutral
1048.781,"[2, 17, 23, 26]",Neutral
1048.814,"[2, 17, 23, 26]",Neutral
1048.848,"[2, 17, 23, 26]",Neutral
1048.881,"[2, 17, 23, 26]",Neutral
1048.915,"[2, 17, 23, 26]",Neutral
1048.948,"[2, 17, 23, 26]",Neutral
1048.981,"[2, 17, 23, 26]",Neutral
1049.015,"[2, 17, 23, 26]",Neutral
1049.048,"[2, 17, 23, 26]",Neutral
1049.081,"[2, 17, 23, 26]",Neutral
1049.115,"[2, 17, 23, 26]",Neutral
1049.148,"[2, 17, 23, 26]",Neutral
1049.181,"[2, 17, 23, 26]",Neutral
1049.215,"[2, 17, 23, 26]",Neutral
1049.248,"[2, 17, 23, 26]",Neutral
1049.282,"[2, 17, 23, 26]",Neutral
1049.315,"[2, 17, 23, 26]",Neutral
1049.348,"[2, 17, 23, 26]",Neutral
1049.382,"[2, 17, 23, 26]",Neutral
1049.415,"[2, 17, 23, 26]",Neutral
1049.448,"[2, 17, 26]",Neutral
1049.482,"[2, 17, 26]",Neutral
1049.515,"[2, 17]",Neutral
1049.549,"[2, 6, 17]",Neutral
1049.582,"[2, 6, 17]",Neutral
1049.615,"[2, 6]",Neutral
1049.649,"[6, 10, 12, 14, 25]",Happy
1049.682,"[6, 10, 12, 14, 25]",Happy
1049.715,"[6, 10, 12, 14, 25]",Happy
1049.749,"[6, 10, 12, 14, 25]",Happy
1049.782,"[6, 10, 12, 14, 25]",Happy
1049.815,"[6, 10, 12, 14, 25]",Happy
1049.849,"[6, 10, 12, 14, 25]",Happy
1049.882,"[6, 10, 12, 14, 25]",Happy
1049.916,"[6, 10, 12, 14, 25]",Happy
1049.949,"[6, 10, 12, 14, 25]",Happy
1049.982,"[6, 10, 12, 14, 25]",Happy
1050.016,"[6, 10, 12, 14, 25]",Happy
1050.049,"[6, 10, 12, 14, 25]",Happy
1050.082,"[6, 10, 12, 14, 25]",Happy
1050.116,"[6, 10, 12, 14, 25]",Happy
1050.149,"[6, 10, 12, 14, 25]",Happy
1050.182,"[6, 10, 12, 14, 25]",Happy
1050.216,"[6, 10, 12, 14, 25]",Happy
1050.249,"[6, 10, 12, 14, 25]",Happy
1050.283,"[6, 10, 12, 14, 25]",Happy
1050.316,"[6, 10, 12, 14, 25]",Happy
1050.349,"[6, 9, 10, 12, 14, 25]",Happy
1050.383,"[6, 9, 10, 12, 14, 25]",Happy
1050.416,"[6, 9, 10, 12, 14, 25]",Happy
1050.449,"[6, 9, 10, 12, 14, 25]",Happy
1050.483,"[6, 9, 10, 12, 14, 25]",Happy
1050.516,"[6, 9, 10, 12, 14, 25]",Happy
1050.55,"[6, 10, 12, 14, 25]",Happy
1050.583,"[6, 10, 12, 14, 25]",Happy
1050.616,"[6, 10, 12, 14, 25]",Happy
1050.65,"[6, 10, 12, 14, 25]",Happy
1050.683,"[6, 10, 12, 14, 25]",Happy
1050.716,"[6, 7, 10, 12, 14, 25, 26]",Happy
1050.75,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.783,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.816,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.85,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.883,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.917,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.95,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1050.983,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1051.017,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1051.05,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1051.083,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1051.117,"[6, 7, 9, 10, 12, 14, 25, 26]",Happy
1051.15,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.183,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.217,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.25,"[6, 7, 10, 12, 14, 25]",Happy
1051.284,"[6, 7, 10, 12, 14, 25]",Happy
1051.317,"[6, 7, 10, 12, 14, 25]",Happy
1051.35,"[6, 7, 10, 12, 14, 25]",Happy
1051.384,"[6, 7, 10, 12, 14, 25]",Happy
1051.417,"[6, 7, 10, 12, 14, 25]",Happy
1051.45,"[6, 7, 10, 12, 14, 25]",Happy
1051.484,"[6, 7, 10, 12, 14, 25]",Happy
1051.517,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.551,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.584,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.617,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.651,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.684,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.717,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.751,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.784,"[6, 7, 9, 10, 12, 14, 25]",Happy
1051.817,"[6, 9, 10, 12, 14, 25]",Happy
1051.851,"[6, 9, 10, 12, 14, 25]",Happy
1051.884,"[6, 9, 10, 12, 14, 25]",Happy
1051.918,"[6, 9, 10, 12, 14, 25]",Happy
1051.951,"[6, 9, 10, 12, 14, 25]",Happy
1051.984,"[6, 9, 10, 12, 14, 25]",Happy
1052.018,"[6, 9, 10, 12, 14, 25]",Happy
1052.051,"[6, 9, 10, 12, 14, 25]",Happy
1052.084,"[6, 9, 10, 12, 14, 25]",Happy
1052.118,"[6, 9, 10, 12, 14, 25]",Happy
1052.151,"[6, 9, 10, 12, 14, 25]",Happy
1052.184,"[6, 9, 10, 12, 14, 25]",Happy
1052.218,"[6, 9, 10, 12, 14, 25]",Happy
1052.251,"[6, 9, 10, 12, 14, 25]",Happy
1052.285,"[6, 9, 10, 12, 14, 25]",Happy
1052.318,"[6, 9, 10, 12, 14, 25]",Happy
1052.351,"[6, 9, 10, 12, 14, 25]",Happy
1052.385,"[6, 9, 10, 12, 14, 25]",Happy
1052.418,"[6, 9, 10, 12, 14, 25]",Happy
1052.451,"[6, 9, 10, 12, 14, 25]",Happy
1052.485,"[6, 9, 10, 12, 14, 25]",Happy
1052.518,"[6, 9, 10, 12, 14, 25]",Happy
1052.552,"[6, 9, 10, 12, 14, 25]",Happy
1052.585,"[6, 9, 10, 12, 14, 25]",Happy
1052.618,"[6, 9, 10, 12, 14, 25]",Happy
1052.652,"[6, 9, 10, 12, 14, 25]",Happy
1052.685,"[6, 9, 10, 12, 14, 25]",Happy
1052.718,"[6, 9, 10, 12, 14, 25]",Happy
1052.752,"[6, 9, 10, 12, 14, 25]",Happy
1052.785,"[6, 9, 10, 12, 14, 25]",Happy
1052.818,"[6, 9, 10, 12, 14, 25]",Happy
1052.852,"[6, 9, 10, 12, 14, 25]",Happy
1052.885,"[6, 9, 10, 12, 14, 25]",Happy
1052.919,"[6, 9, 10, 12, 14, 25]",Happy
1052.952,"[6, 9, 10, 12, 14, 25]",Happy
1052.985,"[6, 9, 10, 12, 14, 25]",Happy
1053.019,"[6, 9, 10, 12, 14, 25]",Happy
1053.052,"[6, 9, 10, 12, 14, 25]",Happy
1053.085,"[6, 9, 10, 12, 14, 25]",Happy
1053.119,"[6, 9, 10, 12, 14, 25]",Happy
1053.152,"[6, 9, 10, 12, 14, 25]",Happy
1053.185,"[6, 9, 10, 12, 14, 25]",Happy
1053.219,"[6, 9, 10, 12, 14, 25]",Happy
1053.252,"[6, 9, 10, 12, 14, 25]",Happy
1053.286,"[6, 9, 10, 12, 14, 25]",Happy
1053.319,"[6, 9, 10, 12, 14, 25]",Happy
1053.352,"[6, 9, 10, 12, 14, 25]",Happy
1053.386,"[6, 9, 10, 12, 14, 25]",Happy
1053.419,"[6, 9, 10, 12, 14, 25]",Happy
1053.452,"[6, 9, 10, 12, 14, 25]",Happy
1053.486,"[6, 9, 10, 12, 14, 25]",Happy
1053.519,"[6, 9, 10, 12, 14, 25]",Happy
1053.553,"[6, 9, 10, 12, 14, 25]",Happy
1053.586,"[6, 9, 10, 12, 14, 25]",Happy
1053.619,"[6, 9, 10, 12, 14, 25]",Happy
1053.653,"[6, 9, 10, 12, 14, 25]",Happy
1053.686,"[6, 9, 10, 12, 14, 25]",Happy
1053.719,"[6, 9, 10, 12, 14, 25]",Happy
1053.753,"[6, 9, 10, 12, 14, 25]",Happy
1053.786,"[6, 9, 10, 12, 14, 25]",Happy
1053.819,"[6, 9, 10, 12, 14, 25]",Happy
1053.853,"[6, 9, 10, 12, 14, 25]",Happy
1053.886,"[6, 9, 10, 12, 14, 25]",Happy
1053.92,"[6, 9, 10, 12, 14, 25]",Happy
1053.953,"[6, 9, 10, 12, 14, 25]",Happy
1053.986,"[6, 9, 10, 12, 14, 25]",Happy
1054.02,"[6, 9, 10, 12, 14, 25]",Happy
1054.053,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.086,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.12,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.153,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.186,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.22,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.253,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.287,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.32,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.353,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.387,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.42,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.453,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.487,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.52,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.553,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.587,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.62,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.654,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.687,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.72,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.754,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.787,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.82,"[6, 7, 9, 10, 12, 14, 25]",Happy
1054.854,"[6, 7, 9, 10, 12, 14, 25]",Happy
